,comment_lengths,comments,mags,scores,times
219,231,"I am not a big fan of you sir , but i feel the house should be gazetted as a National Monument for posterity . In which case even if it is demolished, some entrepreneurs will rebuild it centuries later and make a museum out of it .",0.4,0,2017-06-14T03:03:41+0000
220,259,I am sorry to learn of this. You should abide by your late father's wish and have the house demolished! What so difficult unless you have a political agenda! Or perhaps your wife likes to live in it? You dishonour your father's name by not honouring his wish!,1.5,-0.2,2017-06-15T12:23:28+0000
221,284,"PM , totally understand how you feel. We can't satisfy everyone's needs and thoughts but rather doing  it what you feel is right . The arduous task of leading Singapore into a better and vibrant society especially in this economic and unstable conditions is a tough one. Stay strong !",1.4,0,2017-06-14T02:19:00+0000
222,338,"In China there is such technology to move a complete building without demolishing it. If you really want to preserve the house, ask Xijingping for help and moving it to Meizhou where your ancestor came from.  This will not only fulfill LKY's last wish but will definitely heal the sored relationship between China and Singapore.??????????",0.9,-0.1,2017-06-14T13:27:52+0000
223,320,LKY would turn in his grave. So wld his wife. This is just so wrong on many levels.   LWL became unhinged the moment LKY passed on. He was all she had. PM Lee has been more than kind to her publicly. Didn't embarrass nor rebuke her harshly as a PM. Guess she took that as a weakness to exploit.   Sad state. Really is. ?,3.3,-0.1,2017-06-14T04:07:29+0000
224,277,"PM Lee, I strongly think that u will follow your father's legacy and be a great leader for Singapore. Family issues are common and I do not think it is relevant in determining how u do your job as a PM. Cheer up and continue to be a great leader as what your dad has trained u.",1.5,0.4,2017-06-14T03:46:20+0000
225,617,"Heavenly Father, Please shine your light upon the family. Give them  strength to overcome all of the difficulties tthey are dealing with dealing with now and protect  against any and all problems that they  may encounter in the future. O Lord, please bring all together as we are meant to be. May the love that binds us only grow stronger as we fulfill the destiny you have laid out for us.  Grant this family and all families going through some kind of problems forgiveness for any sins committed. May we also forgive one another Lord, as it is sometimes difficult to do.  Bless us Lord, In your name I pray, Amen  -",3.9,0.5,2017-06-15T22:13:12+0000
226,242,Sir There have been many news that surfaced recently eg the losses made by GIC and Temasek on their investments and other allegations too If these are falsehoods that the govt shd come forward n dispute it rather than leaving them in the dark,0,0,2017-06-14T02:15:09+0000
227,196,"Yup. When i read the article... i feel that its actualli more on family matters lah. Tell me, which family doesnt have any misundetstandings and fights. I think we public should not interfere lah.",0.8,0.2,2017-06-14T03:32:18+0000
228,259,"As a citizen of Singapore, I wish this matter could have been done with more maturity, setting aside personal differences, egos and bias, and do what's best for Singapore. This is really an act of trying to drag down the entire Singapore into the family feud.",0.3,0.1,2017-06-14T07:04:42+0000
229,154,"Sir, I believe the Senior Lee in Heaven won't want to see any siblings rivalry among his children. ?????????????????????? Safe trip & enjoy in d meantime!",A,N,2017-06-14T02:00:58+0000
230,241,Very sad to see families divided like this.  I am sure you will do the best for everyone concerned and they should just trust you!  Please relax on your vacation and I hope it all works out for the best in the end without too much heartache!,1.8,0.2,2017-06-14T10:29:41+0000
231,315,What is the need to flash the family's dirty linen in public for? It will be the hot gossip of the town for now and once forgotten it still has to be resolved within the family. Power and greed always lead the fools to come out and make such noise especially in the wee hours of the morning when it is time to rest.,1.3,-0.3,2017-06-14T03:14:14+0000
232,307,"With whatever power we have,at the end of the day we are all humans,Yes,family matters should stay within the family boundry and not be shared esp in Facebook...it has happen so be it Mr Lee,we learn from it and have a good talk with them,ur doing ok there so stay stong. Cheers from a thankful singaporean.",1.5,0.7,2017-06-14T07:23:19+0000
233,320,You should have dissolve the Ministerial Committee because they were intimidating your sister and brother. You should have solve this with a family meeting and all of this would not have been exposed. You choose to hide behind the government organs which have screwed up time after time. You only have yourself to blame.,1.2,-0.2,2017-06-14T17:32:51+0000
